"taxon","mean","97.5","2.5"
"Ablabesmyia",0,0,0
"Acentrella",0.10170255079925,0.5021321425,0
"Afghanurus criddlei",0,0,0
"Agraylea",0.02142232022315,0.0990884615,0
"Allocosmoecus partitus",0,0,0
"Alotanypus",0,0,0
"Ameletus",0.486982853106875,1.58699323225,0.07407579775
"Amiocentrus aspilus",0.19803475924055,0.6101999805,0
"Ampumixis dispar",6.38600731787692,20.8236166225,0
"Anafroptilum",0,0,0
"Anafroptilum/Procloeon",0,0,0
"Antocha",21.0283279507928,40.690029215,4.1929300365
"Apedilum",0,0,0
"Arctopsyche",37.793073823737,51.9658603225,19.91103947575
"Arctopsychinae",0,0,0
"Atherix",0,0,0
"Atractides",0.6001026972,1.696,0
"Attenella delantala",0.12470511488135,0.622281753,0
"Attenella margarita",9.867231219485,18.6361672225,3.2270444125
"Baetis alius",70.0649161625404,122.702485455,35.7120273
"Baetis flavistriga",0.2281463752457,1.165796501,0
"Baetis tricaudatus complex",250.712730780428,414.63081875,155.17041748
"Bittacomorpha",0,0,0
"Blephariceridae",0,0,0
"Boreochlus",0,0,0
"Brachycentrus americanus",0.7791736325525,3.8463417855,0
"Brachycentrus occidentalis",0,0,0
"Brillia",0.221312993498375,0.67101949925,0
"Caecidotea",0,0,0
"Caladomyia",0,0,0
"Calineuria californica",12.0810867216153,27.5112805194371,0
"Callibaetis",0,0,0
"Capniidae",0.582618450302675,1.9151610065,0
"Caudatella columbiella",0.05811833465925,0.15269133925,0
"Caudatella edmundsi",14.2711458391209,37.392442535,2.682882435
"Caudatella heterocaudata",0,0,0
"Caudatella hystrix",4.39540103078223,13.73783248,0
"Ceratopogonidae",0,0,0
"Ceratopogoninae",0,0,0
"Chaetocladius",0,0,0
"Chelifera/Metachela",0.8162857421685,3.69191564125,0
"Chironomidae",6.78004197637638,10.945258805,2.1210266145
"Chironomus",0,0,0
"Chloroperlidae",7.61577996679105,15.12129908575,2.739622312
"Chydoridae",0.02452761345495,0.076538502,0
"Cinygma",0.0105567214,0.052783607,0
"Cinygmula",12.4508802508748,47.7889773175,0.62979080875
"Cladotanytarsus",0.050667857595375,0.19044554375,0
"Cleptelmis addenda",1.40382780654002,6.13299403225,0
"Clinocera",5.70500407984265,12.2870789435,0
"Corixidae",0,0,0
"Corynoneura",0.0179966539269,0.05300407275,0
