"taxon","mean","97.5","2.5"
"Acentrella",0.042758763295325,0.11469240325,0.00401635
"Agraylea",0.218309735867325,0.67027858725,0
"Ameletus",3.01899510423877,6.87872314875,0.66379295175
"Amiocentrus aspilus",0.0035805269528,0.01086324925,0
"Amphizoa",0.1548057215151,0.46238268075,0
"Ampumixis dispar",2.30626554438715,3.85920609275,1.0870308235
"Anafroptilum",0.0053535792539,0.0162328055,0
"Antocha",0.0442367170999,0.12522606925,0
"Arctopsyche",0.07263576530675,0.22185633875,0
"Atractides",0.0148475525,0.044255,0
"Attenella delantala",0.325972064397625,0.92789098175,0
"Attenella margarita",0.026397396790925,0.07882172825,0
"Baetis alius",13.9142028408043,23.84550099,0.40261607825
"Baetis tricaudatus complex",26.4805045213484,47.03928542875,10.156037116
"Boreoheptagyia",0.0343977186695,0.07903729525,0
"Brachycentrus americanus",6.194646357495,17.80648240825,0
"Brachycentrus occidentalis",0.073217354672,0.21973996,0
"Brillia",0.28831699201035,0.6825134935,0.040864015
"Capniidae",0.1222549244162,0.20159328575,0
"Caudatella",0.00194056951725,0.0057193325,0
"Caudatella columbiella",0.021784348773375,0.06170999825,0
"Caudatella edmundsi",0.183937095806125,0.514337472,0
"Caudatella heterocaudata",0.86981459178995,1.49323497475,0
"Caudatella hystrix",0.61692094842,1.46206463275,0.09986450725
"Ceratopogoninae",0.143626249048325,0.1771436815,0.12739240875
"Chaetocladius",0.14302909868985,0.4330278495,0
"Chaoborus",0.04259767397345,0.1298313745,0
"Chelifera/Metachela",0.072926096565,0.215885425,0
"Chironomidae",0.3017639105534,0.5578499055,0.1282583495
"Cinygma",2.3102340655158,6.8666613075,0.0304170325
"Cinygmula",1.21064847088045,2.1267086435,0.32849524825
"Cladotanytarsus",0.1257899520955,0.371525787,0
"Cleptelmis addenda",0.5527077127383,1.19822805,0
"Clinocera",0.246195358728825,0.35867145375,0.1037016135
"Corynoneura",0.01887178532,0.0322717505,0.0079711225
"Cricotopus (Nostococladius)",0.3619137006594,1.0575842995,0.001503
"Cryptochironomus",0,0,0
"Cultus",1.43812040496752,4.2037663425,0
"Dasyhelea",0.020762446655625,0.06274538125,0
"Diamesa",0.08055269548305,0.23234181875,0
"Dicosmoecus gilvipes",0,0,0
"Dicranomyia",0.238743704585025,0.73669975725,0
"Dicranota",0.09554837043125,0.28803098625,0
"Diphetor hageni",2.49398167631478,4.128009258,0.39184516
"Dixa",0.241214291904025,0.48594524075,0
"Dolichopodidae",0.11075748574275,0.3196464235,0
"Drunella coloradensis/flavilinea",0.3424192206596,0.890019947,0
"Drunella flavilinea",1.01146138613287,1.9818031395,0.14436483275
"Drunella grandis/spinifera",2.53650575762742,7.61071046325,0
"Empididae",0,0,0
"Epeorus",0.072613665225,0.1871356925,0.013527
"Epeorus albertae group",1.1655828046819,3.42459643,0
"Epeorus longimanus",0.6524747240376,1.9145385095,0
"Ephemerella excrucians group",12.5713369982627,24.1259319875,3.13452325075
"Ephemerella tibialis",0.932648002397675,2.25106837025,0
