"taxon","mean","97.5","2.5"
"Ablabesmyia",0,0,0
"Acentrella",1.5251849652689,7.23724768,0
"Afghanurus criddlei",0,0,0
"Agraylea",5.34238993090225,16.2063466475,0
"Allocosmoecus partitus",0,0,0
"Alotanypus",0,0,0
"Ameletus",0.43288772612415,1.1706049965,0
"Amiocentrus aspilus",0.543632077401975,2.20660115275,0
"Ampumixis dispar",34.3515323009332,60.805545022,10.948725319
"Anafroptilum",0,0,0
"Anafroptilum/Procloeon",0,0,0
"Antocha",14.0332113140694,39.51333091575,2.45641885225
"Apedilum",0,0,0
"Arctopsyche",284.31576837893,930.7557528775,41.714203538
"Arctopsychinae",0,0,0
"Atherix",0.4063034052039,1.99559629275,0
"Atractides",1.308707349184,2.82457568,0
"Attenella delantala",0.063729517247,0.31596191,0
"Attenella margarita",11.095715593465,17.027623685,4.5492839175
"Baetis alius",80.5498386658348,139.0117093175,46.1866862235
"Baetis flavistriga",0.27478116123525,1.3691139075,0
"Baetis tricaudatus complex",596.533402347265,1164.985706,339.091969075
"Bittacomorpha",0,0,0
"Blephariceridae",0,0,0
"Boreochlus",0,0,0
"Brachycentrus americanus",24.1298207629389,86.43728351075,0.877625787
"Brachycentrus occidentalis",0.009889681650375,0.0302930825,0
"Brillia",2.0657122270027,10.06474259225,0
"Caecidotea",0,0,0
"Caladomyia",0,0,0
"Calineuria californica",6.29418861281443,22.64385456,0
"Callibaetis",0,0,0
"Capniidae",16.0301597960908,47.53328043425,2.05047757425
"Caudatella columbiella",6.9074323211481,31.51582922475,0
"Caudatella edmundsi",50.6969411274461,95.445394575,13.15056614525
"Caudatella heterocaudata",1.85151177135225,9.0273611475,0
"Caudatella hystrix",34.4965618680319,80.22850709,3.668784425
"Ceratopogonidae",0,0,0
"Ceratopogoninae",0,0,0
"Chaetocladius",0,0,0
"Chelifera/Metachela",1.07765007501838,4.6538175455,0
"Chironomidae",12.9999004526227,22.93922023625,8.0224273845
"Chironomus",0,0,0
"Chloroperlidae",21.6329338696972,55.447954695,6.9308287515
"Chydoridae",0.037992378,0.108048,0
"Cinygma",2.360254318482,11.80717518,0
"Cinygmula",76.473235487704,264.14137285,1.5084169595
"Cladotanytarsus",0.423494248234825,1.13681917825,0
"Cleptelmis addenda",9.02096706177523,25.97653183,0
"Clinocera",2.67404693278147,6.90773020275,0.52438588375
